"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE12500500000123456789";"19.03.26";"19.03.26";"KARTENZAHLUNG";"2026-03-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-44,57";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.03.26";"24.03.26";"KARTENZAHLUNG";"2026-03-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-37,44";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.03.26";"28.03.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.03.26";"28.03.26";"LOHN/GEHALT";"LOHN/GEHALT 03/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.04.26";"02.04.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-04";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.04.26";"03.04.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.04.26";"04.04.26";"KARTENZAHLUNG";"2026-04-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-51,46";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.04.26";"05.04.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 04/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.04.26";"06.04.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.04.26";"09.04.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.04.26";"09.04.26";"KARTENZAHLUNG";"2026-04-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-9,32";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.04.26";"13.04.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.04.26";"14.04.26";"KARTENZAHLUNG";"2026-04-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-37,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"15.04.26";"15.04.26";"FOLGELASTSCHRIFT";"Beitrag Haftpflicht Vertrag 99";"DE00ZZZ00000HUK";"HUK-99";"NOTPROVIDED";"";"";"";"HUK-COBURG Versicherung";"DE00300000000000000007";"";"-120,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.04.26";"19.04.26";"KARTENZAHLUNG";"2026-04-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-27,77";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.04.26";"19.04.26";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-39,57";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.04.26";"24.04.26";"KARTENZAHLUNG";"2026-04-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-12,67";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.04.26";"28.04.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.04.26";"28.04.26";"LOHN/GEHALT";"LOHN/GEHALT 04/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.05.26";"02.05.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-05";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.05.26";"03.05.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.05.26";"04.05.26";"KARTENZAHLUNG";"2026-05-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-63,81";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.05.26";"05.05.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 05/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.05.26";"06.05.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.05.26";"09.05.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.05.26";"09.05.26";"KARTENZAHLUNG";"2026-05-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-57,18";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.05.26";"13.05.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.05.26";"14.05.26";"KARTENZAHLUNG";"2026-05-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-29,81";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.05.26";"19.05.26";"KARTENZAHLUNG";"2026-05-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-63,85";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.05.26";"24.05.26";"KARTENZAHLUNG";"2026-05-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-66,54";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.05.26";"28.05.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.05.26";"28.05.26";"LOHN/GEHALT";"LOHN/GEHALT 05/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.06.26";"02.06.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-06";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.06.26";"03.06.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.06.26";"04.06.26";"KARTENZAHLUNG";"2026-06-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-61,54";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.06.26";"05.06.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 06/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.06.26";"06.06.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.06.26";"09.06.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.06.26";"09.06.26";"KARTENZAHLUNG";"2026-06-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-46,75";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.06.26";"13.06.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.06.26";"14.06.26";"KARTENZAHLUNG";"2026-06-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-31,51";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.06.26";"19.06.26";"KARTENZAHLUNG";"2026-06-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-45,75";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.06.26";"19.06.26";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-20,20";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.06.26";"24.06.26";"KARTENZAHLUNG";"2026-06-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-13,62";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.06.26";"28.06.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.06.26";"28.06.26";"LOHN/GEHALT";"LOHN/GEHALT 06/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.07.26";"02.07.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-07";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.07.26";"03.07.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.07.26";"04.07.26";"KARTENZAHLUNG";"2026-07-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-62,55";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.07.26";"05.07.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 07/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.07.26";"06.07.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.07.26";"09.07.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.07.26";"09.07.26";"KARTENZAHLUNG";"2026-07-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-32,08";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.07.26";"13.07.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.07.26";"14.07.26";"KARTENZAHLUNG";"2026-07-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-35,31";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"15.07.26";"15.07.26";"FOLGELASTSCHRIFT";"Beitrag Haftpflicht Vertrag 99";"DE00ZZZ00000HUK";"HUK-99";"NOTPROVIDED";"";"";"";"HUK-COBURG Versicherung";"DE00300000000000000007";"";"-120,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.07.26";"19.07.26";"KARTENZAHLUNG";"2026-07-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-40,16";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.07.26";"24.07.26";"KARTENZAHLUNG";"2026-07-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-27,23";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.07.26";"28.07.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.07.26";"28.07.26";"LOHN/GEHALT";"LOHN/GEHALT 07/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.08.26";"02.08.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-08";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.08.26";"03.08.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.08.26";"04.08.26";"KARTENZAHLUNG";"2026-08-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-37,82";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.08.26";"05.08.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 08/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.08.26";"06.08.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.08.26";"09.08.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.08.26";"09.08.26";"KARTENZAHLUNG";"2026-08-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-67,36";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"13.08.26";"13.08.26";"BARGELDAUSZAHLUNG";"GA NR00001234 BLZ50050000";"";"";"NOTPROVIDED";"";"";"";"Sparkasse Musterstadt";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"14.08.26";"14.08.26";"KARTENZAHLUNG";"2026-08-14T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-38,83";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.08.26";"19.08.26";"KARTENZAHLUNG";"2026-08-19T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"dm-drogerie markt";"";"";"-23,86";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"19.08.26";"19.08.26";"KARTENZAHLUNG";"DB Vertrieb Online Ticket";"";"";"NOTPROVIDED";"";"";"";"DB Vertrieb GmbH";"";"";"-21,44";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"24.08.26";"24.08.26";"KARTENZAHLUNG";"2026-08-24T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-30,81";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.08.26";"28.08.26";"ABSCHLUSS";"Entgelt Kontofuehrung";"";"";"NOTPROVIDED";"";"";"";"";"";"";"-5,90";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"28.08.26";"28.08.26";"LOHN/GEHALT";"LOHN/GEHALT 08/2026 Personalnr 123";"";"";"NOTPROVIDED";"";"";"";"Muster GmbH";"DE00300000000000000006";"";"2100,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"02.09.26";"02.09.26";"FOLGELASTSCHRIFT";"Einzahlung Trade Republic 2026-09";"DE00ZZZ00000TRADE01";"TR-MANDATE-1";"NOTPROVIDED";"";"";"";"Trade Republic Bank GmbH";"DE00100123450000000001";"";"-500,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"03.09.26";"03.09.26";"DAUERAUFTRAG";"Miete Wohnung 3.OG links";"";"";"NOTPROVIDED";"";"";"";"Hausverwaltung Beispiel";"DE00300000000000000002";"";"-650,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"04.09.26";"04.09.26";"KARTENZAHLUNG";"2026-09-04T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"EDEKA Center";"";"";"-40,14";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"05.09.26";"05.09.26";"FOLGELASTSCHRIFT";"Abschlag Strom Kd 4711 09/2026";"DE00ZZZ00000STADTW";"SW-4711";"NOTPROVIDED";"";"";"";"Stadtwerke Musterstadt";"DE00300000000000000003";"";"-65,00";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"06.09.26";"06.09.26";"FOLGELASTSCHRIFT";"Telekom Rechnung Festnetz";"DE00ZZZ00000TELEKOM";"TK-1";"NOTPROVIDED";"";"";"";"Telekom Deutschland GmbH";"DE00300000000000000004";"";"-39,95";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.09.26";"09.09.26";"FOLGELASTSCHRIFT";"1043812 PP.2211.PP . Spotify, Ihr Einkauf bei Spotify";"LU96ZZZ0000000000000000058";"PAYPAL-1";"NOTPROVIDED";"";"";"";"PayPal Europe S.a.r.l. et Cie S.C.A";"LU00000000000000000005";"";"-10,99";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"09.09.26";"09.09.26";"KARTENZAHLUNG";"2026-09-09T18:10 Debitk.1 2028-12";"";"";"NOTPROVIDED";"";"";"";"ALDI SUED";"";"";"-48,92";"EUR";"Umsatz gebucht"
"DE12500500000123456789";"12.09.26";"12.09.26";"KARTENZAHLUNG";"2026-09-12T10:00 Debitk.1";"";"";"NOTPROVIDED";"";"";"";"REWE Markt GmbH";"";"";"-23,45";"EUR";"Umsatz vorgemerkt"
